,Ingredient,Normalized,Name of Dish
2464,prosciutto,,Rolled Chicken Saltimboca
2465,mozzarella cheese,mozzarella cheese,Rolled Chicken Saltimboca
2466,seasoned panko breadcrumbs,bread,Rolled Chicken Saltimboca
2467,ground sage,sage,Rolled Chicken Saltimboca
2468,pepper,pepper,Rolled Chicken Saltimboca
2469,ground beef,beef,Salisbury Steak
2470,large eggs,egg,Salisbury Steak
2471,tomato paste,tomato,Salisbury Steak
2472,worcestershire sauce,,Salisbury Steak
2473,garlic powder,garlic,Salisbury Steak
2474,dry,,Salisbury Steak
2475,black pepper,black pepper,Salisbury Steak
2476,seasoned salt,salt,Salisbury Steak
2477,paprika,paprika,Salisbury Steak
2478,red wine vinegar,red wine,Salisbury Steak
2479,olive oil,olive oil,Salisbury Steak
2480,butter,butter,Salisbury Steak
2481,large sweet onions,onion,Salisbury Steak
2482,all purpose flour,all purpose flour,Salisbury Steak
2483,dried thyme,thyme,Salisbury Steak
2484,beef broth,beef broth,Salisbury Steak
2485,reduced sodium soy sauce,soy sauce,Salisbury Steak
2486,ketchup,,Salisbury Steak
2487,paprika,paprika,Salisbury Steak
2488,seasoned salt,salt,Salisbury Steak
2489,chicken breast,chicken,Tandoori Chicken with Peanut Sauce
2490,plain Greek yogurt,yogurt,Tandoori Chicken with Peanut Sauce
2491,lime juice,lime juice,Tandoori Chicken with Peanut Sauce
2492,olive oil,olive oil,Tandoori Chicken with Peanut Sauce
2493,coriander powder,coriander,Tandoori Chicken with Peanut Sauce
2494,cumin powder,cumin,Tandoori Chicken with Peanut Sauce
2495,tumeric,,Tandoori Chicken with Peanut Sauce
2496,cayenne pepper,cayenne,Tandoori Chicken with Peanut Sauce
2497,sea salt,salt,Tandoori Chicken with Peanut Sauce
2498,black pepper,black pepper,Tandoori Chicken with Peanut Sauce
2499,ground cloves,clove,Tandoori Chicken with Peanut Sauce
2500,cardamom,cardamom,Tandoori Chicken with Peanut Sauce
2501,cinnamon,cinnamon,Tandoori Chicken with Peanut Sauce
2502,nutmeg,nutmeg,Tandoori Chicken with Peanut Sauce
2503,peanut butter,peanut butter,Tandoori Chicken with Peanut Sauce
2504,coconut milk,coconut,Tandoori Chicken with Peanut Sauce
2505,soy sauce,soy sauce,Tandoori Chicken with Peanut Sauce
2506,honey,honey,Tandoori Chicken with Peanut Sauce
2507,garlic powder,garlic,Tandoori Chicken with Peanut Sauce
2508,ginger powder,ginger,Tandoori Chicken with Peanut Sauce
2509,sesame oil,sesame oil,Tandoori Chicken with Peanut Sauce
2510,salt,salt,Tandoori Chicken with Peanut Sauce
2511,Naan,,Tandoori Chicken with Peanut Sauce
2512,chopped red onion,onion,Tandoori Chicken with Peanut Sauce
2513,chopped cucumber,cucumber,Tandoori Chicken with Peanut Sauce
2514,chopped cilantro,cilantro,Tandoori Chicken with Peanut Sauce
2515,all purpose flour,all purpose flour,Jamaican Beef Patties
2516,salt,salt,Jamaican Beef Patties
2517,curry powder,,Jamaican Beef Patties
2518,unsalted butter,butter,Jamaican Beef Patties
2519,water,,Jamaican Beef Patties
2520,olive oil,olive oil,Jamaican Beef Patties
2521,ground beef,beef,Jamaican Beef Patties
2522,salt,salt,Jamaican Beef Patties
2523,pepper,pepper,Jamaican Beef Patties
2524,onion,onion,Jamaican Beef Patties
2525,jalapeno pepper,jalapeno,Jamaican Beef Patties
2526,garlic,garlic,Jamaican Beef Patties
2527,green pepper,pepper,Jamaican Beef Patties
2528,all spice,,Jamaican Beef Patties
2529,ground thyme,thyme,Jamaican Beef Patties
2530,ketchup,,Jamaican Beef Patties
2531,worcestershire sauce,,Jamaican Beef Patties
2532,cayenne pepper,cayenne,Jamaican Beef Patties
2533,tumeric,,Jamaican Beef Patties
2534,beef broth,beef broth,Jamaican Beef Patties
2535,water,,Jamaican Beef Patties
2536,plain bread crumbs,bread,Jamaican Beef Patties
2537,large egg,egg,Jamaican Beef Patties
2538,green onions,onion,Jamaican Beef Patties
2539,sugar,sugar,Caramelized Banana Pudding
2540,all purpose flour,all purpose flour,Caramelized Banana Pudding
2541,salt,salt,Caramelized Banana Pudding
2542,egg yolks,egg,Caramelized Banana Pudding
2543,milk,milk,Caramelized Banana Pudding
2544,vanilla extract,vanilla,Caramelized Banana Pudding
2545,light brown sugar,sugar,Caramelized Banana Pudding
2546,unsalted butter,butter,Caramelized Banana Pudding
2547,cinnamon,cinnamon,Caramelized Banana Pudding
2548,large bananas,banana,Caramelized Banana Pudding
2549,box Nilla wafers,,Caramelized Banana Pudding
2550,egg whites,egg,Caramelized Banana Pudding
2551,sugar,sugar,Caramelized Banana Pudding
2552,sweetened coconut flakes,coconut,Toasted Coconut Lime Zucchini Bread
2553,all purpose flour,all purpose flour,Toasted Coconut Lime Zucchini Bread
2554,baking soda,baking soda,Toasted Coconut Lime Zucchini Bread
2555,baking powder,baking powder,Toasted Coconut Lime Zucchini Bread
2556,salt,salt,Toasted Coconut Lime Zucchini Bread
2557,cinnamon,cinnamon,Toasted Coconut Lime Zucchini Bread
2558,brown sugar,sugar,Toasted Coconut Lime Zucchini Bread
2559,sugar,sugar,Toasted Coconut Lime Zucchini Bread
2560,grated zucchini,zucchini,Toasted Coconut Lime Zucchini Bread
2561,vegetable oil,vegetable oil,Toasted Coconut Lime Zucchini Bread
2562,eggs,egg,Toasted Coconut Lime Zucchini Bread
2563,vanilla,vanilla,Toasted Coconut Lime Zucchini Bread
2564,lime juice,lime juice,Toasted Coconut Lime Zucchini Bread
2565,zest of 1 lime,lime,Toasted Coconut Lime Zucchini Bread
2566,powdered sugar,sugar,Toasted Coconut Lime Zucchini Bread
2567,ground beef,beef,Sloppy Joes
2568,seasoned salt,salt,Sloppy Joes
2569,onion powder,onion,Sloppy Joes
2570,onion,onion,Sloppy Joes
2571,green bell pepper,green bell pepper,Sloppy Joes
2572,large carrot,carrot,Sloppy Joes
2573,garlic,garlic,Sloppy Joes
2574,marinara sauce,,Sloppy Joes
2575,ketchup,,Sloppy Joes
2576,brown sugar,sugar,Sloppy Joes
2577,chili powder,,Sloppy Joes
2578,red pepper,pepper,Sloppy Joes
2579,red wine vinegar,red wine,Sloppy Joes
2580,worcestershire sauce,,Sloppy Joes
2581,hamburger buns,ham,Sloppy Joes
2582,"chicken breasts,",chicken,Oven Fried Chicken
2583,buttermilk,buttermilk,Oven Fried Chicken
2584,paprika,paprika,Oven Fried Chicken
2585,kosher salt,salt,Oven Fried Chicken
2586,lemon herb seasoning,lemon,Oven Fried Chicken
2587,fresh garlic,garlic,Oven Fried Chicken
2588,cayenne pepper,cayenne,Oven Fried Chicken
2589,juice from 1/2 lemon,lemon,Oven Fried Chicken
2590,eggs,egg,Oven Fried Chicken
2591,seasoned panko,,Oven Fried Chicken
2592,crushed saltine crackers,salt,Oven Fried Chicken
2593,grated parmesan cheese,parmesan cheese,Oven Fried Chicken
2594,kosher salt,salt,Oven Fried Chicken
2595,dried parsley,parsley,Oven Fried Chicken
2596,cayenne pepper,cayenne,Oven Fried Chicken
2597,onion powder,onion,Oven Fried Chicken
2598,garlic powder,garlic,Oven Fried Chicken
2599,chili powder,,Oven Fried Chicken
2600,black pepper,black pepper,Oven Fried Chicken
2601,vegetable oil,vegetable oil,Oven Fried Chicken
2602,container of flavored ice cream,cream,Easy Homemade Ice Cream Cake
2603,container of vanilla ice cream,vanilla,Easy Homemade Ice Cream Cake
2604,jar of hot fudge,,Easy Homemade Ice Cream Cake
2605,oreo cookies,,Easy Homemade Ice Cream Cake
2606,container Cool Whip,,Easy Homemade Ice Cream Cake
2607,semi-sweet chocolate,chocolate,Peanut Butter Chocolate Mousse Cake
2608,cocoa powder,cocoa,Peanut Butter Chocolate Mousse Cake
2609,strong hot coffee,coffee,Peanut Butter Chocolate Mousse Cake
2610,all purpose flour,all purpose flour,Peanut Butter Chocolate Mousse Cake
2611,salt,salt,Peanut Butter Chocolate Mousse Cake
2612,baking powder,baking powder,Peanut Butter Chocolate Mousse Cake
2613,vegetable oil,vegetable oil,Peanut Butter Chocolate Mousse Cake
2614,sugar,sugar,Peanut Butter Chocolate Mousse Cake
2615,vanilla extract,vanilla,Peanut Butter Chocolate Mousse Cake
2616,buttermilk,buttermilk,Peanut Butter Chocolate Mousse Cake
2617,egg,egg,Peanut Butter Chocolate Mousse Cake
2618,cream cheese,cream cheese,Peanut Butter Chocolate Mousse Cake
2619,peanut butter,peanut butter,Peanut Butter Chocolate Mousse Cake
2620,powdered sugar,sugar,Peanut Butter Chocolate Mousse Cake
2621,vanilla,vanilla,Peanut Butter Chocolate Mousse Cake
2622,salt,salt,Peanut Butter Chocolate Mousse Cake
2623,heavy cream,heavy cream,Peanut Butter Chocolate Mousse Cake
2624,large egg yolks,egg,Peanut Butter Chocolate Mousse Cake
2625,sugar,sugar,Peanut Butter Chocolate Mousse Cake
2626,heavy cream,heavy cream,Peanut Butter Chocolate Mousse Cake
2627,semi-sweet chocolate chips,chocolate chips,Peanut Butter Chocolate Mousse Cake
2628,dark chocolate chips,chocolate chips,Peanut Butter Chocolate Mousse Cake
2629,dark chocolate chips,chocolate chips,Peanut Butter Chocolate Mousse Cake
2630,light corn syrup,corn,Peanut Butter Chocolate Mousse Cake
2631,heavy cream,heavy cream,Peanut Butter Chocolate Mousse Cake
2632,semi-sweet chocolate,chocolate,Chocolate Cupcakes with Milka Oreo Ganache Filling & Buttercream Frosting
